     source_id target_id   weight
     7   1694 9.000000
     7   1765 6.000000
     7   1816 6.000000
     7   1824 10.000000
     7   1840 39.000000
     7   1901 5.000000
     7   1923 20.000000
     7   1927 7.000000
     7   1939 6.000000
     7   1992 6.000000
     7   1993 13.000000
     7   2034 5.000000
     7   2066 5.000000
     7   2071 5.000000
     7   2088 7.000000
     7   2099 5.000000
     7   2102 9.000000
     7   2105 9.000000
     7   2127 5.000000
     7   2128 8.000000
     7   2154 5.000000
     7   2206 5.000000
     7   2231 5.000000
     7   2345 7.000000
     7   2605 5.000000
     7   3027 6.000000
     7   3031 11.000000
     7   3032 9.000000
     7   3037 6.000000
     7   3051 7.000000
     7   3053 6.000000
     7   3056 6.000000
     7   3060 5.000000
     7   3061 5.000000
     7   3062 6.000000
     7   3063 6.000000
     7   3064 6.000000
     7   3065 6.000000
     7   3066 5.000000
     7   3073 5.000000
     7   3074 5.000000
     7   3075 5.000000
     7   3076 7.000000
     7   3077 5.000000
     7   3078 5.000000
     7   3079 5.000000
     7   3080 5.000000
     7   3081 7.000000
     7   3082 5.000000
     7   3083 5.000000
     7   3086 5.000000
     7   3087 6.000000
     7   3091 8.000000
     7   3185 5.000000
     7   3186 6.000000
     7   3187 6.000000
     7   3191 5.000000
     7   3199 5.000000
     7   3200 5.000000
     7   3201 5.000000
     7   3202 5.000000
     7   3203 5.000000
     7   3718 7.000000
     7   3719 7.000000
     7   3730 7.000000
    10     10 50.000000
    10     13 13.000000
    10     14 16.000000
    10     16 93.000000
    10     17 28.000000
    10     18 51.000000
    10     20 26.000000
    10     23 8.000000
    10     29 20.000000
    10     32 8.000000
    10     37 6.000000
    10     39 10.000000
    10     43 5.000000
    10     44 5.000000
    10     47 14.000000
    10     61 7.000000
    10     68 16.000000
    10     73 8.000000
    10     76 14.000000
    10     77 113.000000
    10     81 16.000000
    10     88 10.000000
    10    141 73.000000
    10    142 5.000000
    10    143 8.000000
    10    154 21.000000
    10    155 26.000000
    10    167 25.000000
    10    168 15.000000
    10    171 5.000000
    10    179 11.000000
    10    201 8.000000
    10    213 5.000000
    10    253 6.000000
    10    287 7.000000
    10    336 7.000000
    10    347 8.000000
    10    353 8.000000
    10    360 5.000000
    10    362 10.000000
    10    364 21.000000
    10    366 6.000000
    10    370 5.000000
    10    377 7.000000
    10    397 5.000000
    10    409 9.000000
    10    418 11.000000
    10    421 5.000000
    10    473 8.000000
    10    525 21.000000
    10    542 21.000000
    10    555 6.000000
    10    564 5.000000
    10    626 18.000000
    10    628 8.000000
    10    635 10.000000
    10    664 5.000000
    10    691 7.000000
    10    721 5.000000
    10    722 8.000000
    10    786 5.000000
    10    797 7.000000
    10    800 7.000000
    10    807 6.000000
    10    810 7.000000
    10    825 9.000000
    10    899 5.000000
    10    908 46.000000
    10    909 46.000000
    10    910 10.000000
    10    921 12.000000
    10    925 5.000000
    10    936 17.000000
    10    953 14.000000
    10    976 8.000000
    10   1036 5.000000
    10   1047 7.000000
    10   1071 5.000000
    10   1094 6.000000
    10   1125 5.000000
    10   1127 6.000000
    10   1178 8.000000
    10   1180 14.000000
    10   1184 6.000000
    10   1195 5.000000
    10   1209 78.000000
    10   1211 49.000000
    10   1214 8.000000
    10   1245 23.000000
    10   1256 6.000000
    10   1257 89.000000
    10   1269 6.000000
    10   1282 9.000000
    10   1283 9.000000
    10   1297 9.000000
    10   1324 6.000000
    10   1325 14.000000
    10   1327 30.000000
    10   1340 6.000000
    10   1342 5.000000
    10   1343 6.000000
    10   1344 19.000000
    10   1354 17.000000
    10   1367 5.000000
    10   1413 5.000000
    10   1414 10.000000
    10   1434 9.000000
    10   1468 7.000000
    10   1478 8.000000
    10   1524 19.000000
    10   1537 16.000000
    10   1545 5.000000
    10   1547 9.000000
    10   1634 8.000000
    10   1640 7.000000
    10   1688 5.000000
    10   1717 5.000000
    10   1811 5.000000
    10   1812 6.000000
    10   1813 6.000000
    10   1814 6.000000
    10   1816 7.000000
    10   1819 12.000000
    10   1840 30.000000
    10   1851 5.000000
    10   1852 5.000000
    10   1853 22.000000
    10   1884 5.000000
    10   1923 22.000000
    10   1928 12.000000
    10   1941 10.000000
    10   2077 5.000000
    10   2078 5.000000
    10   2088 11.000000
    10   2102 5.000000
    10   2109 5.000000
    10   2156 9.000000
    10   2162 12.000000
    10   2174 7.000000
    10   2179 14.000000
    10   2181 7.000000
