     source_id target_id    weight
    16   1282 10.000000
    16   1287 25.000000
    16   1292 14.000000
    16   1320 11.000000
    16   1321 107.000000
    16   1332 21.000000
    16   1354 27.000000
    16   1454 20.000000
    16   1538 73.000000
    16   1580 44.000000
    16   1614 19.000000
    16   1634 10.000000
    16   1640 30.000000
    16   1650 12.000000
    16   1754 11.000000
    16   1819 20.000000
    16   1941 42.000000
    16   1942 21.000000
    16   1945 92.000000
    16   1948 17.000000
    16   1949 16.000000
    16   1956 13.000000
    16   1957 94.000000
    16   1958 10.000000
    16   1960 10.000000
    16   1965 89.000000
    16   1966 23.000000
    16   1967 75.000000
    16   1969 41.000000
    16   1970 40.000000
    16   1972 19.000000
    16   1973 12.000000
    16   1975 10.000000
    16   1977 32.000000
    16   1985 14.000000
    16   1992 12.000000
    16   1993 50.000000
    16   2015 18.000000
    16   2023 11.000000
    16   2045 26.000000
    16   2109 10.000000
    16   2159 10.000000
    16   2160 22.000000
    16   2161 11.000000
    16   2162 16.000000
    16   2165 11.000000
    16   2166 13.000000
    16   2167 10.000000
    16   2168 10.000000
    16   2169 12.000000
    16   2170 24.000000
    16   2171 24.000000
    16   2172 17.000000
    16   2174 18.000000
    16   2177 11.000000
    16   2179 20.000000
    16   2180 12.000000
    16   2181 13.000000
    16   2182 34.000000
    16   2187 14.000000
    16   2207 15.000000
    16   2209 53.000000
    16   2210 54.000000
    16   2216 31.000000
    16   2217 31.000000
    16   2220 12.000000
    16   2223 21.000000
    16   2224 55.000000
    16   2236 11.000000
    16   2238 14.000000
    16   2241 10.000000
    16   2245 14.000000
    16   2246 11.000000
    16   2250 10.000000
    16   2251 43.000000
    16   2252 51.000000
    16   2254 14.000000
    16   2271 10.000000
    16   2272 14.000000
    16   2274 15.000000
    16   2336 23.000000
    16   2339 32.000000
    16   2341 10.000000
    16   2342 11.000000
    16   2352 19.000000
    16   2358 10.000000
    16   2362 11.000000
    16   2363 12.000000
    16   2366 30.000000
    16   2368 12.000000
    16   2389 25.000000
    16   2390 11.000000
    16   2392 11.000000
    16   2395 10.000000
    16   2398 10.000000
    16   2403 14.000000
    16   2406 11.000000
    16   2501 18.000000
    16   2615 12.000000
    16   2623 11.000000
    16   2645 14.000000
    16   2809 12.000000
    16   2874 10.000000
    16   3471 11.000000
    17     17 23.000000
    17     18 89.000000
    17     20 47.000000
    17     29 33.000000
    17     32 21.000000
    17     38 11.000000
    17     39 21.000000
    17     61 10.000000
    17     74 30.000000
    17     77 53.000000
    17    121 21.000000
    17    168 31.000000
    17    179 11.000000
    17    199 17.000000
    17    201 11.000000
    17    248 18.000000
    17    253 45.000000
    17    313 12.000000
    17    354 14.000000
    17    360 10.000000
    17    362 10.000000
    17    365 11.000000
    17    425 11.000000
    17    431 13.000000
    17    486 10.000000
    17    525 36.000000
    17    528 10.000000
    17    529 11.000000
    17    531 11.000000
    17    532 14.000000
    17    533 14.000000
    17    537 17.000000
    17    538 22.000000
    17    539 21.000000
    17    542 46.000000
    17    544 11.000000
    17    564 16.000000
    17    572 10.000000
    17    628 14.000000
    17    756 10.000000
    17    908 12.000000
    17    909 12.000000
    17   1209 12.000000
    17   1216 16.000000
    17   1245 11.000000
    17   1250 12.000000
    17   1257 18.000000
    17   1317 13.000000
    17   1321 17.000000
    17   1344 12.000000
    17   1423 10.000000
    17   1424 10.000000
    17   1434 10.000000
    17   1478 11.000000
    17   1523 11.000000
    17   1524 22.000000
    17   1537 11.000000
    17   1538 15.000000
    17   1945 13.000000
    17   1957 14.000000
    17   1993 13.000000
    17   2366 12.000000
    18     18 35.000000
    18     20 58.000000
    18     22 11.000000
    18     29 36.000000
    18     32 19.000000
